Headline,Article,Date
Russia Black Sea Fleet ships not engaged in hostilities vs Georgia,"...MOSCOW, August 10 (Itar-Tass) - Ships of the Russian Black Sea
 Fleet cooperate with Russian troops in South Ossetia, but are not
 engaged in hostilities against Georgian ships or coastal
 facilities, deputy chief of the Russian General Staff Anatoly
 Nogovitsyn told a news conference on Sunday. ... ""Our ships are in the Black Sea. They operate in the system of
 forces and means, involved in the peacekeeping operation in South
 Ossetia,"" Nogovitsyn said. ... Commenting on reports that the task force of the Black Sea Fleet
 is engaged in a sea blockade of Georgia, he said: ""Our ships do not
 take any actions against Georgian ships or coastal facilities....","Aug. 10, 2008"
Russia FM confirms receiving Georgia note of intent to hold talks,"...MOSCOW, August 10 (Itar-Tass) - The Russian Foreign Ministry has
 confirmed receiving a note from the Georgian side on the intention
 to hold talks, the ministry officials said on Sunday. ... ""We confirm that the note was passed to the Russian embassy to
 Georgia saying that they are ready to negotiate,"" the ministry
 sources noted. ""However, according to information coming from the
 peacekeepers, Georgian troops are still staying in the territory of
 South Ossetia and combat actions are continuing....","Aug. 10, 2008"
Russia calls on intl community to join peace efforts in SOssetia,"...MOSCOW, August 10 (Itar-Tass) - Russia calls on the
 international community to join peacekeeping efforts in South
 Ossetia, said Russian Foreign Minister Sergei Lavrov on
 Saturday. ... We call on the US, the EU, other members of the international
 community, France, Germany and the OSCE to join the peacekeeping
 efforts, Lavrov said in an interview with BBC. ... Russia bears responsibility as a peacekeeper for what is going
 on in South Ossetia, he emphasised. It is necessary to respond to
 these actions, he said....","Aug. 10, 2008"
Russia hospital receives injured people from South Ossetia,"...MOSCOW, August 10 (Itar-Tass) - A plane hospital of the Russian
 Emergency Situations Ministry is continuing to receive residents of
 South Ossetia who were injured in the armed conflict. ... The ministry's information department told ITAR-TASS that major
 operations had been carried out in field conditions. ... ""Most of the injured were admitted to the hospital with
 fragmentation wounds"", the department's spokesperson said. ... He said the hospital had arrived in Russia's North Ossetia in
 the night to Saturday and began operation in the morning....","Aug. 10, 2008"
Russia plane with equipment for rescuers lands in Vladikavkaz,"...MOSCOW, August 10 (Itar-Tass) - Russian Emergency Situations
 Ministry' s plane with special equipment for rescuers has landed in
 Vladikavkaz, the ministry's information department told Itar-Tass
 on Sunday. ... ""The Russian Emergency Situations Ministry's transport plane
 Il-76 landed at Vladikavkaz airport at 20:30, Moscow time, today.
 This special flight has airlifted from Moscow the necessary
 equipment for rescuers,"" a ministry official said. ... Emergencies Minister Sergei Shoigu said earlier on Sunday that
 the ministry intends in the short run to send to Tskhinvali
 rescuers to clear the debris and search for people that survived
 bombing and shelling attacks on the city....","Aug. 10, 2008"
Russia sends aid to South Ossetia,"...MOSCOW, August 10 (Itar-Tass) - The Russian Emergency Situations
 Ministry has sent food aid to South Ossetia, the ministry's
 information department said. ... A 30-truck auto convoy left the city of Noginsk in the Moscow
 region at four in the morning on Saturday. ... He trucks carry a 120-ton humanitarian cargo for refugees and
 residents of South Ossetia. ... It includes canned meat and fish, buckwheat and baby food. ... The convoy is heading for Vladikavkaz, North Ossatia, from which
 the aid will be delivered to Tskhinvali....","Aug. 10, 2008"
Russia ships placing at Abkhazia border caused by Tskhinvali - FM,"...MOSCOW, August 10 (Itar-Tass) - The deployment of Russian ships
 near the Abkhazian coast is quite a natural action that is caused
 by the events in Tskhinvali, Russian State Secretary, Deputy
 Foreign Minister Grigory Karasin said on Sunday. ... ""The taking of positions by our ships at the Abkhazian shores is
 caused by the events in Tskhinvali,"" said the diplomat. ""This is
 quite an appropriate action, we don't want the recurrence of the
 events of South Ossetia,"" according to the deputy foreign
 minister....","Aug. 10, 2008"
Russia to help South Ossetia restoration,"...GORKI (Moscow region), August 10 (Itar-Tass) - Russian President
 Dmitry Medvedev said at his meeting with Prime Minister Vladimir
 Putin that all necessary decisions must be made on aid to South
 Ossetia. ... ""As regards South Ossetia, the housing in Tskhinvali and border
 residential areas, practically everything has been destroyed there,
 to put it softly. I believe that we should help people return to
 their homes, help them restore their houses and apartments,"" Putin
 said reporting to Medvedev results of his trip to Vladikavkaz....","Aug. 10, 2008"
Russia troops not to cross S Ossetia border during peacekeep op,"...MOSCOW, August 10 (Itar-Tass) - Russian troops during the
 peacekeeping operation are not planning to cross the South Ossetian
 border, Russian Armed Forces Deputy Chief of the General Staff
 Colonel-General Anatoly Nogovitsyn said at a press conference on
 Sunday. ... ""We are not planning to invade the Georgian territory beyond the
 boundaries determined for the peacekeepers,"" he said. ""We should
 totally free Tskhinvali, organise the humanitarian corridor for the
 refugees and evacuation of wounded people,"" the official
 stressed....","Aug. 10, 2008"
Russia worrying about fate of its citizens in Georgia - Karasin,"...MOSCOW, August 10 (Itar-Tass) - Russia is worrying about the
 fate of its citizens staying in the territory of Georgia, Russian
 State Secretary, Deputy Foreign Minister Grigory Karasin said on
 Sunday. ... ""We are worrying about the fate of Russian citizens staying in
 the territory of Georgia, somebody is holidaying, somebody
 working,"" noted the diplomat. ""The Georgian authorities should take
 care of their security and not impede their free movement,"" he
 added....","Aug. 10, 2008"
"Russia, French presidents hold telephone conversation - Kremlin","...MOSCOW, August 10 (Itar-Tass) - Russian President Dmitry
 Medvedev has held a telephone conversation with French President
 Nicolas Sarkozy, the Russian head of state's press secretary
 Natalya Timakova told Itar-Tass on Sunday. France is currently
 presiding in the European Union....","Aug. 10, 2008"
Russian ombudsman proposes setting up intl tribunal on SOssetia,"...MOSCOW, August 10 (Itar-Tass) - Russian ombudsman Vladimir Lukin
 proposes establishing an international tribunal on South Ossetia,
 which is to try the one who gave orders to flatten the South
 Ossetian capital Tskhinvali. ... ""It is necessary to find out the responsible at a very high
 international level and to bring them to a legitimate international
 court,"" he told reporters on Sunday. It is worth-while, may be, for
 this purpose to set up specially an international tribunal, as
 international tribunals were repeatedly formed on other cases of
 mass annihilation of people and mass destruction of cities....","Aug. 10, 2008"
Saakashvili starts conflict killing many innocent - Polish ex - PM,"...WARSAW, August 10 (Itar-Tass) - Georgian President Mikhail
 Saakashvili has started a bloody conflict in South Ossetia that
 killed hundreds of innocent people, Polish politician, former Prime
 Minister Leszek Miller stated on Sunday. ... Saakashvili ""instead of seeking a political agreement with South
 Ossetia and Abkhazia, has started a bloody conflict that claimed
 the lives of hundreds of innocent people, he started war little
 expecting to become its main victim,"" writes the Polish
 politician....","Aug. 10, 2008"
Sarkozy considering Russia stance on Georgia - SOssetia conflict,"...MOSCOW, August 10 (Itar-Tass) - French President Nicolas Sarkozy
 has assumed the role of mediator and had talks with Tbilisi and the
 leadership of EU member states on the settlement of the
 Georgian-South Ossetian conflict with taking into account the
 Russian stance on the situation. ... The Kremlin press service reported that the Russian and French
 Presidents Dmitry Medvedev and Nicolas Sarkozy have held the second
 telephone conversation on Sunday. ... ""During the conversation Sarkozy informed the Russian president
 on the contacts he made with the leadership of a number of European
 Union countries, as well as with Tbilisi with taking into account
 the assessments and approaches expressed by Dmitry Medvedev,"" said
 the Kremlin......","Aug. 10, 2008"
Second hospital to be deployed in South Ossetia - Putin,"...GORKI (Moscow region), August 10 (Itar-Tass) - The second
 hospital of the Russian Emergency Situations Ministry will be
 deployed in South Ossetia as soon as the situation allows, Prime
 Minister Vladimir Putin said at his meeting with President Dmitry
 Medvedev in the presidential residence in Gorki. ... Putin reported to Medvedev his visit to Vladikavkaz, the capital
 of Russia's North Ossetia. ... ""I have taken a look at how the Emergency Situations Ministry
 works. The hospital has been set up and has started practical work....","Aug. 10, 2008"
Security Council briefing on SOssetia objective - Churkin,"...UNITED NATIONS, August 10 (Itar-Tass) - The briefing of the UN
 Secretary General's deputy Edmond Mulle at the Security Council's
 consultations on the situation in Georgia was objective, Russian
 Ambassador to the UN Vitaly Churkin said. ... He told reporters that Security Council members held a ""lively
 discussion after the briefing"". ... The Russian delegation ""gave its assessment of the current
 situation in South Ossetia and explained what should be done in
 order the bloodshed stops"". ... ""The main condition is one - the Georgian troops must leave the
 territory of South Ossetia,"" the diplomat said....","Aug. 10, 2008"
